MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N,_STRENGTHS,_FORMS,_SIG3,_ROUTE_FAMILY,_FORM_FIRST,_FORM_GROUP
Human Papillomavirus Vaccine,Inj.:,"1 mL in 3 mL Glass vial (Types 16 and 18) (Recombinant, AS04 Adjuvanted) ",J07BM03,,,,STREPTOKINASE,STREPTOKINASE,HUMAN PAPILLOMAVIRUS VACCINE,HUMAN PAPILLOMAVIRUS VACCINE,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Hydralazine,Oral:,25 mg (as Hydrochloride) Tablet ,C02DB02,,,,STREPTOKINASE,STREPTOKINASE,HYDRALAZINE,HYDRALAZINE,PO,['25.0MG'],['TABLET'],['25.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Hydralazine,Oral:,50 mg (as Hydrochloride) Tablet ,C02DB02,,,,STREPTOKINASE,STREPTOKINASE,HYDRALAZINE,HYDRALAZINE,PO,['50.0MG'],['TABLET'],['50.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Hydralazine,Inj.:,"20 mg/mL (as Hydrochloride) in 1 mL Ampul (IM, IV) *Primary Health Care",C02DB02,,,,STREPTOKINASE,STREPTOKINASE,HYDRALAZINE,HYDRALAZINE,INJ.,"['20.0MG/1ML', '20.0MG']",['AMPUL'],"['20.0MG/1ML', '20.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Hydrochlorothiazide,Oral:,12.5 mg Tablet *Primary Health Care,C03AA03,,,,STREPTOKINASE,STREPTOKINASE,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,PO,['12.5MG'],['TABLET'],['12.5MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Hydrochlorothiazide,Oral:,25 mg Tablet *Primary Health Care,C03AA03,,,,STREPTOKINASE,STREPTOKINASE,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,PO,['25.0MG'],['TABLET'],['25.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Hydrocortisone,Oral:,5 mg Tablet *Primary Health Care,D07AA02,,,,STREPTOKINASE,STREPTOKINASE,HYDROCORTISONE,HYDROCORTISONE,PO,['5.0MG'],['TABLET'],['5.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Hydrocortisone,Oral:,20 mg Tablet *Primary Health Care,D07AA02,,,,STREPTOKINASE,STREPTOKINASE,HYDROCORTISONE,HYDROCORTISONE,PO,['20.0MG'],['TABLET'],['20.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Hydrocortisone,Inj.:,"50 mg/mL (as Sodium succinate) in 2 mL Vial (IM, IV) *Primary Health Care",D07AA02,,,,STREPTOKINASE,STREPTOKINASE,HYDROCORTISONE,HYDROCORTISONE,INJ.,"['50.0MG/1ML', '50.0MG']",['VIAL'],"['50.0MG/1ML', '50.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Hydrocortisone,Inj.:,125 mg/mL (as Sodium succinate) in 2 mL Vial (IV) *Primary Health Care,D07AA02,,,,STREPTOKINASE,STREPTOKINASE,HYDROCORTISONE,HYDROCORTISONE,INJ.,"['125.0MG/1ML', '125.0MG']",['VIAL'],"['125.0MG/1ML', '125.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Hydrocortisone,Inj.:,100 mg (as Sodium succinate) Powder Vial (IV) *Primary Health Care,D07AA02,,,,STREPTOKINASE,STREPTOKINASE,HYDROCORTISONE,HYDROCORTISONE,INJ.,['100.0MG'],['VIAL'],['100.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Hydrocortisone,Inj.:,250 mg (as Sodium succinate) Powder Vial (IV) *Primary Health Care,D07AA02,,,,STREPTOKINASE,STREPTOKINASE,HYDROCORTISONE,HYDROCORTISONE,INJ.,['250.0MG'],['VIAL'],['250.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Hydrocortisone,Topical:,1% Cream/Ointment in 5 g Tube *Primary Health Care,D07AA02,,,,STREPTOKINASE,STREPTOKINASE,HYDROCORTISONE,HYDROCORTISONE,TOP,['5.0G'],"['CREAM', 'OINTMENT']","['5.0G']|['CREAM', 'OINTMENT']|TOP",TOPICAL,CREAM,TOPICAL_SEMISOLID
Hydrocortisone,Topical:,1% Cream/Ointment in 10 g Tube ,D07AA02,,,,STREPTOKINASE,STREPTOKINASE,HYDROCORTISONE,HYDROCORTISONE,TOP,['10.0G'],"['CREAM', 'OINTMENT']","['10.0G']|['CREAM', 'OINTMENT']|TOP",TOPICAL,CREAM,TOPICAL_SEMISOLID
Hydrocortisone,Topical:,1% Lotion in 25 mL Bottle ,D07AA02,,,,STREPTOKINASE,STREPTOKINASE,HYDROCORTISONE,HYDROCORTISONE,TOP,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|TOP,TOPICAL,UNSPECIFIED,UNSPECIFIED
Hydrocortisone,Topical:,2.5% Lotion in 25 mL Bottle ,D07AA02,,,,STREPTOKINASE,STREPTOKINASE,HYDROCORTISONE,HYDROCORTISONE,TOP,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|TOP,TOPICAL,UNSPECIFIED,UNSPECIFIED
Hydrocortisone,Inj.:,125 mg/mL (as Sodium succinate) in 4 mL Vial (IV) *Primary Health Care,H02AB09 ,,,,STREPTOKINASE,STREPTOKINASE,HYDROCORTISONE,HYDROCORTISONE,INJ.,"['125.0MG/1ML', '125.0MG']",['VIAL'],"['125.0MG/1ML', '125.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Hydrogen Peroxide,Topical:,3% Solution in 60 mL ,D11AX25,,,,STREPTOKINASE,STREPTOKINASE,HYDROGEN PEROXIDE,HYDROGEN PEROXIDE,TOP,[],['SOLUTION'],[]|['SOLUTION']|TOP,TOPICAL,SOLUTION,LIQUID_ORAL
Hydrogen Peroxide,Topical:,3% Solution in 120 mL *Primary Health Care,D11AX25,,,,STREPTOKINASE,STREPTOKINASE,HYDROGEN PEROXIDE,HYDROGEN PEROXIDE,TOP,[],['SOLUTION'],[]|['SOLUTION']|TOP,TOPICAL,SOLUTION,LIQUID_ORAL
Hydroxychloroquine,Oral:,200 mg (as Sulfate) Tablet ,P01BA02,,,,STREPTOKINASE,STREPTOKINASE,HYDROXYCHLOROQUINE,HYDROXYCHLOROQUINE,PO,['200.0MG'],['TABLET'],['200.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Hydroxyethyl Starch,Inj.:,6%  Solution in 250 mL Bottle (IV infusion) ,B05AA07,,,,STREPTOKINASE,STREPTOKINASE,HYDROXYETHYL STARCH,HYDROXYETHYL STARCH,INJ.,[],['SOLUTION'],[]|['SOLUTION']|INJ.,INJ.,SOLUTION,LIQUID_ORAL
Hydroxyethyl Starch,Inj.:,6% Solution in 500 mL Bottle (IV infusion) ,B05AA07,,,,STREPTOKINASE,STREPTOKINASE,HYDROXYETHYL STARCH,HYDROXYETHYL STARCH,INJ.,[],['SOLUTION'],[]|['SOLUTION']|INJ.,INJ.,SOLUTION,LIQUID_ORAL
Hydroxyurea,Oral:,500 mg Capsule ,L01XX05,,,,STREPTOKINASE,STREPTOKINASE,HYDROXYUREA,HYDROXYUREA,PO,['500.0MG'],['CAPSULE'],['500.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Hydroxyzine,Oral:,25 mg (as Dihydrochloride) Tablet ,N05BB01,,,,STREPTOKINASE,STREPTOKINASE,HYDROXYZINE,HYDROXYZINE,PO,['25.0MG'],['TABLET'],['25.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Hydroxyzine,Oral:,2 mg/mL (as Dihydrochloride) Syrup in 100 mL ,N05BB01,,,,STREPTOKINASE,STREPTOKINASE,HYDROXYZINE,HYDROXYZINE,PO,"['2.0MG/1ML', '2.0MG']",['SYRUP'],"['2.0MG/1ML', '2.0MG']|['SYRUP']|PO",ENTERAL,SYRUP,LIQUID_ORAL
Hyoscine ,Oral:,10 mg (as N-butyl bromide) Tablet *Primary Health Care,A03BA03,,,,STREPTOKINASE,STREPTOKINASE,HYOSCINE,HYOSCINE,PO,['10.0MG'],['TABLET'],['10.0MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Hyoscine ,Oral:,5 mg/5 mL (as N-butyl bromide) Syrup in 60 mL *Primary Health Care,A03BA03,,,,STREPTOKINASE,STREPTOKINASE,HYOSCINE,HYOSCINE,PO,"['5.0MG/5ML', '5.0MG']",['SYRUP'],"['5.0MG/5ML', '5.0MG']|['SYRUP']|PO",ENTERAL,SYRUP,LIQUID_ORAL
Hyoscine ,Inj.:,"20 mg/mL (as N-butyl bromide) in 1 mL Ampul (IM, IV, SC) *Primary Health Care",A03BA03,,,,STREPTOKINASE,STREPTOKINASE,HYOSCINE,HYOSCINE,INJ.,"['20.0MG/1ML', '20.0MG']",['AMPUL'],"['20.0MG/1ML', '20.0MG']|['AMPUL']|INJ.",INJ.,AMPUL,AMPUL
Hypertonic lactate,Inj.:,"Solution for IV infusion in 250 mL containing:

Sodium Lactate Solution (50%) = 28.250 g (equal with 14.125 Solution Lactate)
Potassium Chloride = 0.075 g
Calcium Chloride 2H20 (100%) = 0.05 g
Water for injection = q.s.

Composed of:
Na+ = 504.15 mmol/L
K+ = 40.2 mmol/L
Ca++ = 1.36 mmol/L
Cl- = 6.74 mmol/L
Lactate = 504.15 mmol/L ",Not available,,,,STREPTOKINASE,STREPTOKINASE,HYPERTONIC LACTATE,HYPERTONIC LACTATE,INJ.,"['504.15MMOL/1ML', '40.2MMOL/1ML', '1.36MMOL/1ML', '6.74MMOL/1ML', '504.15MMOL/1ML', '28.25G', '0.075G', '0.05G', '504.15MMOL', '40.2MMOL', '1.36MMOL', '6.74MMOL', '504.15MMOL']",['SOLUTION'],"['504.15MMOL/1ML', '40.2MMOL/1ML', '1.36MMOL/1ML', '6.74MMOL/1ML', '504.15MMOL/1ML', '28.25G', '0.075G', '0.05G', '504.15MMOL', '40.2MMOL', '1.36MMOL', '6.74MMOL', '504.15MMOL']|['SOLUTION']|INJ.",INJ.,SOLUTION,LIQUID_ORAL
Hypromellose,Ophthalmic:,5 mg/mL Solution in 10 mL (Eye drops) ,S01KA02,,,,STREPTOKINASE,STREPTOKINASE,HYPROMELLOSE,HYPROMELLOSE,OPHTHALMIC,"['5.0MG/1ML', '5.0MG']","['DROPS', 'SOLUTION']","['5.0MG/1ML', '5.0MG']|['DROPS', 'SOLUTION']|OPHTHALMIC",OPHTHALMIC,DROPS,DROPS
Hypromellose,Ophthalmic:,5 mg/mL Solution in 15 mL (Eye drops) ,S01KA02,,,,STREPTOKINASE,STREPTOKINASE,HYPROMELLOSE,HYPROMELLOSE,OPHTHALMIC,"['5.0MG/1ML', '5.0MG']","['DROPS', 'SOLUTION']","['5.0MG/1ML', '5.0MG']|['DROPS', 'SOLUTION']|OPHTHALMIC",OPHTHALMIC,DROPS,DROPS
Hypromellose,Ophthalmic:,10 mg/mL Solution in 10 mL (Eye drops) ,S01KA02,,,,STREPTOKINASE,STREPTOKINASE,HYPROMELLOSE,HYPROMELLOSE,OPHTHALMIC,"['10.0MG/1ML', '10.0MG']","['DROPS', 'SOLUTION']","['10.0MG/1ML', '10.0MG']|['DROPS', 'SOLUTION']|OPHTHALMIC",OPHTHALMIC,DROPS,DROPS
Hypromellose,Ophthalmic:,10 mg/mL Solution in 15 mL (Eye drops) ,S01KA02,,,,STREPTOKINASE,STREPTOKINASE,HYPROMELLOSE,HYPROMELLOSE,OPHTHALMIC,"['10.0MG/1ML', '10.0MG']","['DROPS', 'SOLUTION']","['10.0MG/1ML', '10.0MG']|['DROPS', 'SOLUTION']|OPHTHALMIC",OPHTHALMIC,DROPS,DROPS
Hypromellose,Ophthalmic:,0.3% Solution in 10 mL Bottle ,S01KA02,,,,STREPTOKINASE,STREPTOKINASE,HYPROMELLOSE,HYPROMELLOSE,OPHTHALMIC,[],['SOLUTION'],[]|['SOLUTION']|OPHTHALMIC,OPHTHALMIC,SOLUTION,LIQUID_ORAL
Ibuprofen,Oral:,200 mg Capsule *Primary Health Care,M01AE01,,,,STREPTOKINASE,STREPTOKINASE,IBUPROFEN,IBUPROFEN,PO,['200.0MG'],['CAPSULE'],['200.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Ibuprofen,Oral:,400 mg Capsule *Primary Health Care,M01AE01,,,,STREPTOKINASE,STREPTOKINASE,IBUPROFEN,IBUPROFEN,PO,['400.0MG'],['CAPSULE'],['400.0MG']|['CAPSULE']|PO,ENTERAL,CAPSULE,SOLID_ORAL
Ibuprofen,Oral:,100 mg/5 mL Syrup/Suspension in 60 mL *Primary Health Care,M01AE01,,,,STREPTOKINASE,STREPTOKINASE,IBUPROFEN,IBUPROFEN,PO,"['100.0MG/5ML', '100.0MG']","['SUSPENSION', 'SYRUP']","['100.0MG/5ML', '100.0MG']|['SUSPENSION', 'SYRUP']|PO",ENTERAL,SUSPENSION,LIQUID_ORAL
Ibuprofen,Oral:,200 mg/5 mL Suspension in 60 mL ,M01AE01,,,,STREPTOKINASE,STREPTOKINASE,IBUPROFEN,IBUPROFEN,PO,"['200.0MG/5ML', '200.0MG']",['SUSPENSION'],"['200.0MG/5ML', '200.0MG']|['SUSPENSION']|PO",ENTERAL,SUSPENSION,LIQUID_ORAL
Idarubicin,Inj.:,5 mg (as Hydrochloride) Powder Vial (IV) ,L01DB06,,,,STREPTOKINASE,STREPTOKINASE,IDARUBICIN,IDARUBICIN,INJ.,['5.0MG'],['VIAL'],['5.0MG']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Ifosfamide,Inj.:,1 g Powder Vial (IV Infusion) ,L01AA06,,,,STREPTOKINASE,STREPTOKINASE,IFOSFAMIDE,IFOSFAMIDE,INJ.,['1.0G'],['VIAL'],['1.0G']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Ifosfamide,Inj.:,2 g Powder Vial (IV Infusion) ,L01AA06,,,,STREPTOKINASE,STREPTOKINASE,IFOSFAMIDE,IFOSFAMIDE,INJ.,['2.0G'],['VIAL'],['2.0G']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Imatinib,Inj.:,100 mg (as Mesilate) Tablet ,L01EA01,,,,STREPTOKINASE,STREPTOKINASE,IMATINIB,IMATINIB,INJ.,['100.0MG'],['TABLET'],['100.0MG']|['TABLET']|INJ.,INJ.,TABLET,SOLID_ORAL
Imatinib,Inj.:,400 mg (as Mesilate) Tablet ,L01EA01,,,,STREPTOKINASE,STREPTOKINASE,IMATINIB,IMATINIB,INJ.,['400.0MG'],['TABLET'],['400.0MG']|['TABLET']|INJ.,INJ.,TABLET,SOLID_ORAL
Imiglucerase,Inj.:,400 IU Powder in 20 mL Vial (IV Infusion) ,A16AB02,,,,STREPTOKINASE,STREPTOKINASE,IMIGLUCERASE,IMIGLUCERASE,INJ.,['400.0IU'],['VIAL'],['400.0IU']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Imiquinod,Topical:,5% Cream Aluminum foil sachet ,D06BB10,,,,STREPTOKINASE,STREPTOKINASE,IMIQUINOD,IMIQUINOD,TOP,[],"['SACHET', 'CREAM']","[]|['SACHET', 'CREAM']|TOP",TOPICAL,SACHET,SACHET
"Immunoglobulin Normal, Human (IGIM)",Inj.:,160 mg/mL in 2 mL Vial (IM) ,J06BA01,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIM),IMMUNOGLOBULIN NORMAL HUMAN (IGIM),INJ.,"['160.0MG/1ML', '160.0MG']",['VIAL'],"['160.0MG/1ML', '160.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
"Immunoglobulin Normal, Human (IGIM)",Inj.:,160 mg/mL in 5 mL Vial (IM) ,J06BA01,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIM),IMMUNOGLOBULIN NORMAL HUMAN (IGIM),INJ.,"['160.0MG/1ML', '160.0MG']",['VIAL'],"['160.0MG/1ML', '160.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
"Immunoglobulin Normal, Human (IGIM)",Inj.:,160 mg/mL in 10 mL Vial (IM) ,J06BA01,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIM),IMMUNOGLOBULIN NORMAL HUMAN (IGIM),INJ.,"['160.0MG/1ML', '160.0MG']",['VIAL'],"['160.0MG/1ML', '160.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
"Immunoglobulin Normal, Human (IGIV)",Inj.:,50 mg/mL in 10 mL Vial (IV) ,J06BA02,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIV),IMMUNOGLOBULIN NORMAL HUMAN (IGIV),INJ.,"['50.0MG/1ML', '50.0MG']",['VIAL'],"['50.0MG/1ML', '50.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
"Immunoglobulin Normal, Human (IGIV)",Inj.:,50 mg/mL in 20 mL Vial (IV) ,J06BA02,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIV),IMMUNOGLOBULIN NORMAL HUMAN (IGIV),INJ.,"['50.0MG/1ML', '50.0MG']",['VIAL'],"['50.0MG/1ML', '50.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
"Immunoglobulin Normal, Human (IGIV)",Inj.:,50 mg/mL in 50 mL Vial (IV) ,J06BA02,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIV),IMMUNOGLOBULIN NORMAL HUMAN (IGIV),INJ.,"['50.0MG/1ML', '50.0MG']",['VIAL'],"['50.0MG/1ML', '50.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
"Immunoglobulin Normal, Human (IGIV)",Inj.:,50 mg/mL in 100 mL Vial (IV) ,J06BA02,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIV),IMMUNOGLOBULIN NORMAL HUMAN (IGIV),INJ.,"['50.0MG/1ML', '50.0MG']",['VIAL'],"['50.0MG/1ML', '50.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
"Immunoglobulin Normal, Human (IGIV)",Inj.:,50 mg/mL in 200 mL Vial (IV) ,J06BA02,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIV),IMMUNOGLOBULIN NORMAL HUMAN (IGIV),INJ.,"['50.0MG/1ML', '50.0MG']",['VIAL'],"['50.0MG/1ML', '50.0MG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
"Immunoglobulin Normal, Human (IGIV)",Inj.:,Freeze-dried powder in 1 g Bottle + 33 mL reconstitution fluid (IV) ,J06BA02,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIV),IMMUNOGLOBULIN NORMAL HUMAN (IGIV),INJ.,['1.0G'],['UNSPECIFIED'],['1.0G']|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
"Immunoglobulin Normal, Human (IGIV)",Inj.:,Freeze-dried powder in 1 g Bottle + 50 mL reconstitution fluid (IV) ,J06BA02,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIV),IMMUNOGLOBULIN NORMAL HUMAN (IGIV),INJ.,['1.0G'],['UNSPECIFIED'],['1.0G']|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
"Immunoglobulin Normal, Human (IGIV)",Inj.:,Freeze-dried powder in 2.5 g Bottle + 100 mL reconstitution fluid (IV) ,J06BA02,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIV),IMMUNOGLOBULIN NORMAL HUMAN (IGIV),INJ.,['2.5G'],['UNSPECIFIED'],['2.5G']|['UNSPECIFIED']|INJ.,INJ.,UNSPECIFIED,UNSPECIFIED
"Immunoglobulin Normal, Human (IGIV)",Inj.:,Freeze-dried powder in 5 g Bottle + 100 mL diluent vial (IV) ,J06BA02,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIV),IMMUNOGLOBULIN NORMAL HUMAN (IGIV),INJ.,['5.0G'],['VIAL'],['5.0G']|['VIAL']|INJ.,INJ.,VIAL,VIAL
"Immunoglobulin Normal, Human (IGIV)",Inj.:,Freeze-dried powder in 10 g Bottle + 260 mL diluent vial (IV) ,J06BA02,,,,STREPTOKINASE,STREPTOKINASE,IMMUNOGLOBULIN NORMAL HUMAN (IGIV),IMMUNOGLOBULIN NORMAL HUMAN (IGIV),INJ.,['10.0G'],['VIAL'],['10.0G']|['VIAL']|INJ.,INJ.,VIAL,VIAL
Inactivated Polio Vaccine,Inj.:,"0.5 mL/dose Suspension for injection in 5 mL Multidose vial (IM, SC) (Types 1, 2, and 3) ",J07CA02,,,,STREPTOKINASE,STREPTOKINASE,INACTIVATED POLIO VACCINE,INACTIVATED POLIO VACCINE,INJ.,[],"['VIAL', 'SUSPENSION']","[]|['VIAL', 'SUSPENSION']|INJ.",INJ.,VIAL,VIAL
Inactivated Poliomyelitis Vaccine,Inj.:,"0.5 mL/dose Suspension for injection Single dose/multidose vial (IM, SC) (Types 1, 2, and 3) *Primary Health Care",J07BF01,,,,STREPTOKINASE,STREPTOKINASE,INACTIVATED POLIOMYELITIS VACCINE,INACTIVATED POLIOMYELITIS VACCINE,INJ.,[],"['VIAL', 'SUSPENSION']","[]|['VIAL', 'SUSPENSION']|INJ.",INJ.,VIAL,VIAL
Indacaterol + Glycopyrronium,Inhalation:,110 mcg (as Maleate) + 50 mcg (as Bromide) Powder in hard capsules ,R03AL12,,,,STREPTOKINASE,STREPTOKINASE,INDACATEROL + GLYCOPYRRONIUM,INDACATEROL + GLYCOPYRRONIUM,INH,"['110.0MCG', '50.0MCG']",['CAPSULE'],"['110.0MCG', '50.0MCG']|['CAPSULE']|INH",RESPIRATORY,CAPSULE,SOLID_ORAL
Indapamide,Oral:,1.5 mg Modified Release (MR) tablet ,C03BA11,,,,STREPTOKINASE,STREPTOKINASE,INDAPAMIDE,INDAPAMIDE,PO,['1.5MG'],['TABLET'],['1.5MG']|['TABLET']|PO,ENTERAL,TABLET,SOLID_ORAL
Influenza Polyvalent Vaccine,Inj.:,"in 0.5 mL Vial + Pre-filled syringe diluent (IM)
(N.B.: Strains as recommended by WHO) *Primary Health Care",J07BB02,,,,STREPTOKINASE,STREPTOKINASE,INFLUENZA POLYVALENT VACCINE,INFLUENZA POLYVALENT VACCINE,INJ.,[],"['PRE-FILLED SYRINGE', 'VIAL']","[]|['PRE-FILLED SYRINGE', 'VIAL']|INJ.",INJ.,PRE-FILLED SYRINGE,PRE-FILLED SYRINGE
Influenza Polyvalent Vaccine,Inj.:,"Suspension in 0.5 mL Pre-filled syringe/ampule (IM) (Adult)
(N.B.: Strains as recommended by WHO) *Primary Health Care",J07BB02,,,,STREPTOKINASE,STREPTOKINASE,INFLUENZA POLYVALENT VACCINE,INFLUENZA POLYVALENT VACCINE,INJ.,[],"['AMPUL', 'PRE-FILLED SYRINGE', 'SUSPENSION']","[]|['AMPUL', 'PRE-FILLED SYRINGE', 'SUSPENSION']|INJ.",INJ.,AMPUL,AMPUL
Influenza Polyvalent Vaccine,Inj.:,"15 mcg/0.5 mL in 5 mL Multidose vial 
(N.B.: Strains as recommended by WHO) *Primary Health Care",J07BB02,,,,STREPTOKINASE,STREPTOKINASE,INFLUENZA POLYVALENT VACCINE,INFLUENZA POLYVALENT VACCINE,INJ.,"['15.0MCG/0.5ML', '15.0MCG']",['VIAL'],"['15.0MCG/0.5ML', '15.0MCG']|['VIAL']|INJ.",INJ.,VIAL,VIAL
Influenza Polyvalent Vaccine,Inj.:,"7.5 mcg/ 0.25 mL Suspension for injection in 0.25 mL Single dose pre-filled glass syringe 
(N.B.: Strains as recommended by WHO) ",J07BB02,,,,STREPTOKINASE,STREPTOKINASE,INFLUENZA POLYVALENT VACCINE,INFLUENZA POLYVALENT VACCINE,INJ.,"['7.5MCG/0.25ML', '7.5MCG']",['SUSPENSION'],"['7.5MCG/0.25ML', '7.5MCG']|['SUSPENSION']|INJ.",INJ.,SUSPENSION,LIQUID_ORAL
Insulin Glargine,SC:,100 IU/mL in 10 mL Vial ,A10AE04 ,,,,STREPTOKINASE,STREPTOKINASE,INSULIN GLARGINE,INSULIN GLARGINE,SC,"['100.0IU/1ML', '100.0IU']",['VIAL'],"['100.0IU/1ML', '100.0IU']|['VIAL']|SC",PARENTERAL,VIAL,VIAL
Insulin Glargine,SC:,100 IU/mL in 3 mL Pre-filled pen ,A10AE04 ,,,,STREPTOKINASE,STREPTOKINASE,INSULIN GLARGINE,INSULIN GLARGINE,SC,"['100.0IU/1ML', '100.0IU']",['UNSPECIFIED'],"['100.0IU/1ML', '100.0IU']|['UNSPECIFIED']|SC",PARENTERAL,UNSPECIFIED,UNSPECIFIED
Interferon Alfa 2B,Inj.:,"3 million IU/mL Vial + Diluent (IM, SC) (Human) ",L03AB05,,,,STREPTOKINASE,STREPTOKINASE,INTERFERON ALFA 2B,INTERFERON ALFA 2B,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Interferon Alfa 2B,Inj.:,"5 million IU/mL Vial + Diluent (IM, SC) (Human) ",L03AB05,,,,STREPTOKINASE,STREPTOKINASE,INTERFERON ALFA 2B,INTERFERON ALFA 2B,INJ.,[],['VIAL'],[]|['VIAL']|INJ.,INJ.,VIAL,VIAL
Intraocular Irrigation Solution (Balanced salt solution),Intraocular:,"in 15 mL composed of:
Sodium chloride = 0.64%
Potassium chloride = 0.075%
Calcium chloride = 0.048%
Magnesium chloride hexahydrate = 0.03%
Sodium acetate = 0.39%
Sodium citrate = 0.17%
Water for injection to make 100% ",B05CX10,,,,STREPTOKINASE,STREPTOKINASE,INTRAOCULAR IRRIGATION SOLUTION (BALANCED SALT SOLUTION),INTRAOCULAR IRRIGATION SOLUTION (BALANCED SALT SOLUTION),INTRAOCULAR,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INTRAOCULAR,INTRAOCULAR,UNSPECIFIED,UNSPECIFIED
Intraocular Irrigation Solution (Balanced salt solution),Intraocular:,"in 250 mL composed of:
Sodium chloride = 0.64%
Potassium chloride = 0.075%
Calcium chloride = 0.048%
Magnesium chloride hexahydrate = 0.03%
Sodium acetate = 0.39%
Sodium citrate = 0.17%
Water for injection to make 100% ",B05CX10,,,,STREPTOKINASE,STREPTOKINASE,INTRAOCULAR IRRIGATION SOLUTION (BALANCED SALT SOLUTION),INTRAOCULAR IRRIGATION SOLUTION (BALANCED SALT SOLUTION),INTRAOCULAR,[],['UNSPECIFIED'],[]|['UNSPECIFIED']|INTRAOCULAR,INTRAOCULAR,UNSPECIFIED,UNSPECIFIED
