MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N,_STRENGTHS,_FORMS,_SIG3
Inactivated Poliomyelitis Vaccine,Inj.:,"0.5 mL/dose Suspension for injection Single dose/multidose vial (IM, SC) (Types 1, 2, and 3) *Primary Health Care",J07BF01,,,,STREPTOKINASE,STREPTOKINASE,INACTIVATED POLIOMYELITIS VACCINE,INACTIVATED POLIOMYELITIS VACCINE,INJ.,['0.5ML'],"['SUSPENSION', 'VIAL']","0.5ML|SUSPENSION,VIAL|INJ."
Indacaterol + Glycopyrronium,Inhalation:,110 mcg (as Maleate) + 50 mcg (as Bromide) Powder in hard capsules ,R03AL12,,,,STREPTOKINASE,STREPTOKINASE,INDACATEROL + GLYCOPYRRONIUM,INDACATEROL + GLYCOPYRRONIUM,INH,"['110MCG', '50MCG']",['CAPSULE'],"110MCG,50MCG|CAPSULE|INH"
Indapamide,Oral:,1.5 mg Modified Release (MR) tablet ,C03BA11,,,,STREPTOKINASE,STREPTOKINASE,INDAPAMIDE,INDAPAMIDE,PO,['1.5MG'],['TABLET'],1.5MG|TABLET|PO
Influenza Polyvalent Vaccine,Inj.:,"in 0.5 mL Vial + Pre-filled syringe diluent (IM)
(N.B.: Strains as recommended by WHO) *Primary Health Care",J07BB02,,,,STREPTOKINASE,STREPTOKINASE,INFLUENZA POLYVALENT VACCINE,INFLUENZA POLYVALENT VACCINE,INJ.,['0.5ML'],"['PRE-FILLED SYRINGE', 'VIAL']","0.5ML|PRE-FILLED SYRINGE,VIAL|INJ."
Influenza Polyvalent Vaccine,Inj.:,"Suspension in 0.5 mL Pre-filled syringe/ampule (IM) (Adult)
(N.B.: Strains as recommended by WHO) *Primary Health Care",J07BB02,,,,STREPTOKINASE,STREPTOKINASE,INFLUENZA POLYVALENT VACCINE,INFLUENZA POLYVALENT VACCINE,INJ.,['0.5ML'],"['PRE-FILLED SYRINGE', 'AMPUL', 'SUSPENSION']","0.5ML|AMPUL,PRE-FILLED SYRINGE,SUSPENSION|INJ."
Influenza Polyvalent Vaccine,Inj.:,"15 mcg/0.5 mL in 5 mL Multidose vial 
(N.B.: Strains as recommended by WHO) *Primary Health Care",J07BB02,,,,STREPTOKINASE,STREPTOKINASE,INFLUENZA POLYVALENT VACCINE,INFLUENZA POLYVALENT VACCINE,INJ.,"['15MCG/0.5ML', '5ML']",['VIAL'],"15MCG/0.5ML,5ML|VIAL|INJ."
Influenza Polyvalent Vaccine,Inj.:,"7.5 mcg/ 0.25 mL Suspension for injection in 0.25 mL Single dose pre-filled glass syringe 
(N.B.: Strains as recommended by WHO) ",J07BB02,,,,STREPTOKINASE,STREPTOKINASE,INFLUENZA POLYVALENT VACCINE,INFLUENZA POLYVALENT VACCINE,INJ.,"['0.25ML', '7.5MCG/0.25ML']",['SUSPENSION'],"0.25ML,7.5MCG/0.25ML|SUSPENSION|INJ."
Insulin Glargine,SC:,100 IU/mL in 10 mL Vial ,A10AE04 ,,,,STREPTOKINASE,STREPTOKINASE,INSULIN GLARGINE,INSULIN GLARGINE,SC,"['100IU', '10ML']",['VIAL'],"100IU,10ML|VIAL|SC"
Insulin Glargine,SC:,100 IU/mL in 3 mL Pre-filled pen ,A10AE04 ,,,,STREPTOKINASE,STREPTOKINASE,INSULIN GLARGINE,INSULIN GLARGINE,SC,"['100IU', '3ML']",['UNSPECIFIED'],"100IU,3ML|UNSPECIFIED|SC"
Interferon Alfa 2B,Inj.:,"3 million IU/mL Vial + Diluent (IM, SC) (Human) ",L03AB05,,,,STREPTOKINASE,STREPTOKINASE,INTERFERON ALFA 2B,INTERFERON ALFA 2B,INJ.,['UNSPECIFIED'],['VIAL'],UNSPECIFIED|VIAL|INJ.
Interferon Alfa 2B,Inj.:,"5 million IU/mL Vial + Diluent (IM, SC) (Human) ",L03AB05,,,,STREPTOKINASE,STREPTOKINASE,INTERFERON ALFA 2B,INTERFERON ALFA 2B,INJ.,['UNSPECIFIED'],['VIAL'],UNSPECIFIED|VIAL|INJ.
Intraocular Irrigation Solution (Balanced salt solution),Intraocular:,"in 15 mL composed of:
Sodium chloride = 0.64%
Potassium chloride = 0.075%
Calcium chloride = 0.048%
Magnesium chloride hexahydrate = 0.03%
Sodium acetate = 0.39%
Sodium citrate = 0.17%
Water for injection to make 100% ",B05CX10,,,,STREPTOKINASE,STREPTOKINASE,INTRAOCULAR IRRIGATION SOLUTION (BALANCED SALT SOLUTION),INTRAOCULAR IRRIGATION SOLUTION (BALANCED SALT SOLUTION),INTRAOCULAR,"['0.03%', '0.048%', '0.075%', '0.17%', '0.39%', '0.64%', '100%', '15ML']",['UNSPECIFIED'],"0.03%,0.048%,0.075%,0.17%,0.39%,0.64%,100%,15ML|UNSPECIFIED|INTRAOCULAR"
Intraocular Irrigation Solution (Balanced salt solution),Intraocular:,"in 250 mL composed of:
Sodium chloride = 0.64%
Potassium chloride = 0.075%
Calcium chloride = 0.048%
Magnesium chloride hexahydrate = 0.03%
Sodium acetate = 0.39%
Sodium citrate = 0.17%
Water for injection to make 100% ",B05CX10,,,,STREPTOKINASE,STREPTOKINASE,INTRAOCULAR IRRIGATION SOLUTION (BALANCED SALT SOLUTION),INTRAOCULAR IRRIGATION SOLUTION (BALANCED SALT SOLUTION),INTRAOCULAR,"['0.03%', '0.048%', '0.075%', '0.17%', '0.39%', '0.64%', '100%', '250ML']",['UNSPECIFIED'],"0.03%,0.048%,0.075%,0.17%,0.39%,0.64%,100%,250ML|UNSPECIFIED|INTRAOCULAR"
Intraocular Irrigation Solution (Balanced salt solution),Intraocular:,"in 500 mL composed of:
Sodium chloride = 0.64%
Potassium chloride = 0.075%
Calcium chloride = 0.048%
Magnesium chloride hexahydrate = 0.03%
Sodium acetate = 0.39%
Sodium citrate = 0.17%
Water for injection to make 100% ",B05CX10,,,,STREPTOKINASE,STREPTOKINASE,INTRAOCULAR IRRIGATION SOLUTION (BALANCED SALT SOLUTION),INTRAOCULAR IRRIGATION SOLUTION (BALANCED SALT SOLUTION),INTRAOCULAR,"['0.03%', '0.048%', '0.075%', '0.17%', '0.39%', '0.64%', '100%', '500ML']",['UNSPECIFIED'],"0.03%,0.048%,0.075%,0.17%,0.39%,0.64%,100%,500ML|UNSPECIFIED|INTRAOCULAR"
Iodine,Topical:,1% Tincture ,H03C,,,,STREPTOKINASE,STREPTOKINASE,IODINE,IODINE,TOP,['1%'],['UNSPECIFIED'],1%|UNSPECIFIED|TOP
Iodine,Topical:,2% Tincture ,H03C,,,,STREPTOKINASE,STREPTOKINASE,IODINE,IODINE,TOP,['2%'],['UNSPECIFIED'],2%|UNSPECIFIED|TOP
Iodine,Topical:,2% Solution ,H03C,,,,STREPTOKINASE,STREPTOKINASE,IODINE,IODINE,TOP,['2%'],['SOLUTION'],2%|SOLUTION|TOP
Iodine,Topical:,5% Solution ,H03C,,,,STREPTOKINASE,STREPTOKINASE,IODINE,IODINE,TOP,['5%'],['SOLUTION'],5%|SOLUTION|TOP
Iodine + Potassium iodide (Lugol's Solution),Oral:,"5% + 10% Solution in 30 mL (Aqueous iodine solution, total iodine = 130 mg/mL) ",H03C,,,,STREPTOKINASE,STREPTOKINASE,IODINE + POTASSIUM IODIDE (LUGOL S SOLUTION),IODINE + IODIDE (LUGOL S SOLUTION),PO,"['10%', '130MG', '30ML', '5%']",['SOLUTION'],"10%,130MG,30ML,5%|SOLUTION|PO"
Iodixanol,Inj.:,652 mg/mL (equiv. to 320 mg iodine) Solution in 50 mL Vial ,V08AB09,,,,STREPTOKINASE,STREPTOKINASE,IODIXANOL,IODIXANOL,INJ.,"['320MG', '50ML', '652MG']","['SOLUTION', 'VIAL']","320MG,50ML,652MG|SOLUTION,VIAL|INJ."
Iodixanol,Inj.:,652 mg/mL (equiv. to 320 mg iodine) Solution in 100 mL Vial ,V08AB09,,,,STREPTOKINASE,STREPTOKINASE,IODIXANOL,IODIXANOL,INJ.,"['100ML', '320MG', '652MG']","['SOLUTION', 'VIAL']","100ML,320MG,652MG|SOLUTION,VIAL|INJ."
Iodixanol,Inj.:,550 mg/mL (equiv. to 270 mg iodine) Solution in 50 mL Vial ,V08AB09,,,,STREPTOKINASE,STREPTOKINASE,IODIXANOL,IODIXANOL,INJ.,"['270MG', '50ML', '550MG']","['SOLUTION', 'VIAL']","270MG,50ML,550MG|SOLUTION,VIAL|INJ."
Iodized Oil Fluid,Oral:,500 mg (equiv. to 200 mg elemental iodine) Softgel capsule (Only for DOH program) ,Not available,,,,STREPTOKINASE,STREPTOKINASE,IODIZED OIL FLUID,IODIZED OIL FLUID,PO,"['200MG', '500MG']",['CAPSULE'],"200MG,500MG|CAPSULE|PO"
Iohexol,Inj.:,300 mg iodine/mL in 50 mL Vial (Intravascular and other parenteral routes as appropriate) ,V08AB02,,,,STREPTOKINASE,STREPTOKINASE,IOHEXOL,IOHEXOL,INJ.,"['300MG', '50ML']",['VIAL'],"300MG,50ML|VIAL|INJ."
Iohexol,Inj.:,300 mg iodine/mL in 100 mL Vial (Intravascular and other parenteral routes as appropriate) ,V08AB02,,,,STREPTOKINASE,STREPTOKINASE,IOHEXOL,IOHEXOL,INJ.,"['100ML', '300MG']",['VIAL'],"100ML,300MG|VIAL|INJ."
Iohexol,Inj.:,350 mg iodine/mL in 50 mL Vial (Intravascular and other parenteral routes as appropriate) ,V08AB02,,,,STREPTOKINASE,STREPTOKINASE,IOHEXOL,IOHEXOL,INJ.,"['350MG', '50ML']",['VIAL'],"350MG,50ML|VIAL|INJ."
Iohexol,Inj.:,350 mg iodine/mL in 100 mL Vial (Intravascular and other parenteral routes as appropriate) ,V08AB02,,,,STREPTOKINASE,STREPTOKINASE,IOHEXOL,IOHEXOL,INJ.,"['100ML', '350MG']",['VIAL'],"100ML,350MG|VIAL|INJ."
Iopamidol,Inj.:,612 mg/mL (equiv. to 300 mg iodine) in 50 mL Vial (Intravascular and other parenteral routes as appropriate) ,V08AB04,,,,STREPTOKINASE,STREPTOKINASE,IOPAMIDOL,IOPAMIDOL,INJ.,"['300MG', '50ML', '612MG']",['VIAL'],"300MG,50ML,612MG|VIAL|INJ."
Iopamidol,Inj.:,612 mg/mL (equiv. to 300 mg iodine) in 100 mL Vial (Intravascular and other parenteral routes as appropriate) ,V08AB04,,,,STREPTOKINASE,STREPTOKINASE,IOPAMIDOL,IOPAMIDOL,INJ.,"['100ML', '300MG', '612MG']",['VIAL'],"100ML,300MG,612MG|VIAL|INJ."
Iopamidol,Inj.:,755 mg/mL (equiv. to 370 mg iodine) in 50 mL Vial/bottle (Intravascular and other parenteral routes as appropriate) ,V08AB04,,,,STREPTOKINASE,STREPTOKINASE,IOPAMIDOL,IOPAMIDOL,INJ.,"['370MG', '50ML', '755MG']",['VIAL'],"370MG,50ML,755MG|VIAL|INJ."
Iopamidol,Inj.:,755 mg/mL (equiv. to 370 mg iodine) in 100 mL Vial/bottle (Intravascular and other parenteral routes as appropriate) ,V08AB04,,,,STREPTOKINASE,STREPTOKINASE,IOPAMIDOL,IOPAMIDOL,INJ.,"['100ML', '370MG', '755MG']",['VIAL'],"100ML,370MG,755MG|VIAL|INJ."
Iopromide,Inj.:,300 mg/mL (equiv. to 623 mg iodine) in 50 mL Vial ,V08AB05,,,,STREPTOKINASE,STREPTOKINASE,IOPROMIDE,IOPROMIDE,INJ.,"['300MG', '50ML', '623MG']",['VIAL'],"300MG,50ML,623MG|VIAL|INJ."
Iopromide,Inj.:,300 mg/mL (equiv. to 623 mg iodine) in 100 mL Vial ,V08AB05,,,,STREPTOKINASE,STREPTOKINASE,IOPROMIDE,IOPROMIDE,INJ.,"['100ML', '300MG', '623MG']",['VIAL'],"100ML,300MG,623MG|VIAL|INJ."
Iopromide,Inj.:,370 mg/mL (equiv. to 769 mg iodine) in 50 mL Vial ,V08AB05,,,,STREPTOKINASE,STREPTOKINASE,IOPROMIDE,IOPROMIDE,INJ.,"['370MG', '50ML', '769MG']",['VIAL'],"370MG,50ML,769MG|VIAL|INJ."
Iopromide,Inj.:,370 mg/mL (equiv. to 769 mg iodine) in 100 mL Vial ,V08AB05,,,,STREPTOKINASE,STREPTOKINASE,IOPROMIDE,IOPROMIDE,INJ.,"['100ML', '370MG', '769MG']",['VIAL'],"100ML,370MG,769MG|VIAL|INJ."
Iothalamate,Inj.:,600 mg /mL (as Meglumine) in 30 mL Vial (Usually IV) ,V09CX03,,,,STREPTOKINASE,STREPTOKINASE,IOTHALAMATE,IOTHALAMATE,INJ.,"['30ML', '600MG']",['VIAL'],"30ML,600MG|VIAL|INJ."
Iothalamate,Inj.:,600 mg /mL (as Meglumine) in 50 mL Vial (Usually IV) ,V09CX03,,,,STREPTOKINASE,STREPTOKINASE,IOTHALAMATE,IOTHALAMATE,INJ.,"['50ML', '600MG']",['VIAL'],"50ML,600MG|VIAL|INJ."
Iothalamate,Inj.:,600 mg /mL (as Meglumine) in 100 mL Vial (Usually IV) ,V09CX03,,,,STREPTOKINASE,STREPTOKINASE,IOTHALAMATE,IOTHALAMATE,INJ.,"['100ML', '600MG']",['VIAL'],"100ML,600MG|VIAL|INJ."
Ioversol,Inj.:,636 mg/mL (equiv. to 300 mg/mL iodine) in 50 mL Vial ,V08AB07,,,,STREPTOKINASE,STREPTOKINASE,IOVERSOL,IOVERSOL,INJ.,"['300MG', '50ML', '636MG']",['VIAL'],"300MG,50ML,636MG|VIAL|INJ."
Ioversol,Inj.:,636 mg/mL (equiv. to 300 mg/mL iodine) in 100 mL Vial ,V08AB07,,,,STREPTOKINASE,STREPTOKINASE,IOVERSOL,IOVERSOL,INJ.,"['100ML', '300MG', '636MG']",['VIAL'],"100ML,300MG,636MG|VIAL|INJ."
Ioversol,Inj.:,741 mg/mL (equiv. to 350 mg/mL iodine) in 50 mL Vial ,V08AB07,,,,STREPTOKINASE,STREPTOKINASE,IOVERSOL,IOVERSOL,INJ.,"['350MG', '50ML', '741MG']",['VIAL'],"350MG,50ML,741MG|VIAL|INJ."
Ioversol,Inj.:,741 mg/mL (equiv. to 350 mg/mL iodine) in 100 mL Vial ,V08AB07,,,,STREPTOKINASE,STREPTOKINASE,IOVERSOL,IOVERSOL,INJ.,"['100ML', '350MG', '741MG']",['VIAL'],"100ML,350MG,741MG|VIAL|INJ."
Ipratropium,Inhalation:,"20 mcg/dose (as Bromide) x 200 doses, MDI *Primary Health Care",R03BB01,,,,STREPTOKINASE,STREPTOKINASE,IPRATROPIUM,IPRATROPIUM,INH,['20MCG'],['UNSPECIFIED'],20MCG|UNSPECIFIED|INH
Ipratropium,Inhalation:,250 mcg/mL (as Bromide) Respiratory solution in 2 mL Unit dose (For nebulization) *Primary Health Care,R03BB01,,,,STREPTOKINASE,STREPTOKINASE,IPRATROPIUM,IPRATROPIUM,INH,"['250MCG', '2ML']",['SOLUTION'],"250MCG,2ML|SOLUTION|INH"
Ipratropium + Fenoterol,Inhalation:,"20 mcg (as Bromide) + 50 mcg (as Hydrobromide) x 10 mL doses, MDI ",R03AL01,,,,STREPTOKINASE,STREPTOKINASE,IPRATROPIUM + FENOTEROL,IPRATROPIUM + FENOTEROL,INH,"['10ML', '20MCG', '50MCG']",['UNSPECIFIED'],"10ML,20MCG,50MCG|UNSPECIFIED|INH"
Ipratropium + Salbutamol,Inhalation:,"20 mcg (as Bromide) + 100 mcg x 200 doses, in 10 mL MDI *Primary Health Care",R03AL02,,,,STREPTOKINASE,STREPTOKINASE,IPRATROPIUM + SALBUTAMOL,IPRATROPIUM + SALBUTAMOL,INH,"['100MCG', '10ML', '20MCG']",['UNSPECIFIED'],"100MCG,10ML,20MCG|UNSPECIFIED|INH"
Ipratropium + Salbutamol,Inhalation:,500 mcg (as Bromide anhydrous) + 2.5 mg (as Base) in 2.5 mL Unit dose (For nebulization) *Primary Health Care,R03AL02,,,,STREPTOKINASE,STREPTOKINASE,IPRATROPIUM + SALBUTAMOL,IPRATROPIUM + SALBUTAMOL,INH,"['2.5MG', '2.5ML', '500MCG']",['UNSPECIFIED'],"2.5MG,2.5ML,500MCG|UNSPECIFIED|INH"
Irbesartan,Oral:,150 mg Tablet ,C09CA04,,,,STREPTOKINASE,STREPTOKINASE,IRBESARTAN,IRBESARTAN,PO,['150MG'],['TABLET'],150MG|TABLET|PO
Irbesartan,Oral:,300 mg Tablet ,C09CA04,,,,STREPTOKINASE,STREPTOKINASE,IRBESARTAN,IRBESARTAN,PO,['300MG'],['TABLET'],300MG|TABLET|PO
Irbesartan + Hydrochlorothiazide,Oral:,150 mg + 12.5 mg Tablet ,C09DX07,,,,STREPTOKINASE,STREPTOKINASE,IRBESARTAN + HYDROCHLOROTHIAZIDE,IRBESARTAN + HYDROCHLOROTHIAZIDE,PO,"['12.5MG', '150MG']",['TABLET'],"12.5MG,150MG|TABLET|PO"
Irinotecan,Inj.:,40 mg/2 mL (as Hydrochloride) Vial (IV infusion) ,L01CE02,,,,STREPTOKINASE,STREPTOKINASE,IRINOTECAN,IRINOTECAN,INJ.,['40MG/2ML'],['VIAL'],40MG/2ML|VIAL|INJ.
Irinotecan,Inj.:,100 mg/5 mL (as Hydrochloride) Vial (IV infusion) ,L01CE02,,,,STREPTOKINASE,STREPTOKINASE,IRINOTECAN,IRINOTECAN,INJ.,['100MG/5ML'],['VIAL'],100MG/5ML|VIAL|INJ.
Iron sucrose,Inj.:,20 mg/mL in 5 mL Ampul ,B03AE04,,,,STREPTOKINASE,STREPTOKINASE,IRON SUCROSE,IRON SUCROSE,INJ.,"['20MG', '5ML']",['AMPUL'],"20MG,5ML|AMPUL|INJ."
Isoflurane,Inhalation:,in 100 mL Bottle ,N01AB06,,,,STREPTOKINASE,STREPTOKINASE,ISOFLURANE,ISOFLURANE,INH,['100ML'],['UNSPECIFIED'],100ML|UNSPECIFIED|INH
Isoflurane,Inhalation:,in 250 mL Bottle ,N01AB06,,,,STREPTOKINASE,STREPTOKINASE,ISOFLURANE,ISOFLURANE,INH,['250ML'],['UNSPECIFIED'],250ML|UNSPECIFIED|INH
Isoniazid,Oral:,300 mg Tablet *Primary Health Care,J04AC01,,,,STREPTOKINASE,STREPTOKINASE,ISONIAZID,ISONIAZID,PO,['300MG'],['TABLET'],300MG|TABLET|PO
Isoniazid,Oral:,400 mg Tablet *Primary Health Care,J04AC01,,,,STREPTOKINASE,STREPTOKINASE,ISONIAZID,ISONIAZID,PO,['400MG'],['TABLET'],400MG|TABLET|PO
Isoniazid,Oral:,200 mg/5 mL Syrup in 120 mL *Primary Health Care,J04AC01,,,,STREPTOKINASE,STREPTOKINASE,ISONIAZID,ISONIAZID,PO,"['120ML', '200MG/5ML']",['SYRUP'],"120ML,200MG/5ML|SYRUP|PO"
Isoniazid + Rifampicin,Oral:,50 mg + 75 mg Dispersible tablet (Fixed dose combination) (Pediatric) ,J04AM05,,,,STREPTOKINASE,STREPTOKINASE,ISONIAZID + RIFAMPICIN,ISONIAZID + RIFAMPICIN,PO,"['50MG', '75MG']",['TABLET'],"50MG,75MG|TABLET|PO"
Isoniazid + Rifampicin,Oral:,75 mg + 150 mg Tablet *Primary Health Care,J04AM05,,,,STREPTOKINASE,STREPTOKINASE,ISONIAZID + RIFAMPICIN,ISONIAZID + RIFAMPICIN,PO,"['150MG', '75MG']",['TABLET'],"150MG,75MG|TABLET|PO"
Isoniazid + Rifampicin + Ethambutol,Oral:,75 mg + 150 mg + 275 mg Tablet *Primary Health Care,J04AM06,,,,STREPTOKINASE,STREPTOKINASE,ISONIAZID + RIFAMPICIN + ETHAMBUTOL,ISONIAZID + RIFAMPICIN + ETHAMBUTOL,PO,"['150MG', '275MG', '75MG']",['TABLET'],"150MG,275MG,75MG|TABLET|PO"
Isoniazid + Rifampicin + Pyrazinamide,Oral:,50 mg + 75 mg + 150 mg Dispersible tablet (Fixed dose combination) (Pediatric) ,J04AM06,,,,STREPTOKINASE,STREPTOKINASE,ISONIAZID + RIFAMPICIN + PYRAZINAMIDE,ISONIAZID + RIFAMPICIN + PYRAZINAMIDE,PO,"['150MG', '50MG', '75MG']",['TABLET'],"150MG,50MG,75MG|TABLET|PO"
Isoniazid + Rifampicin + Pyrazinamide + Ethambutol,Oral:,75 mg + 150 mg + 400 mg + 275 mg Tablet *Primary Health Care,J04AM06,,,,STREPTOKINASE,STREPTOKINASE,ISONIAZID + RIFAMPICIN + PYRAZINAMIDE + ETHAMBUTOL,ISONIAZID + RIFAMPICIN + PYRAZINAMIDE + ETHAMBUTOL,PO,"['150MG', '275MG', '400MG', '75MG']",['TABLET'],"150MG,275MG,400MG,75MG|TABLET|PO"
Isophane Insulin Human,Inj.:,100 IU/mL in 3 mL Pre-filled syringe (SC) (Recombinant DNA) *Primary Health Care,A10AB30,,,,STREPTOKINASE,STREPTOKINASE,ISOPHANE INSULIN HUMAN,ISOPHANE INSULIN HUMAN,INJ.,"['100IU', '3ML']",['PRE-FILLED SYRINGE'],"100IU,3ML|PRE-FILLED SYRINGE|INJ."
Isophane Insulin Human,Inj.:,100 IU/mL in 5 mL Vial (SC) (Recombinant DNA) *Primary Health Care,A10AB30,,,,STREPTOKINASE,STREPTOKINASE,ISOPHANE INSULIN HUMAN,ISOPHANE INSULIN HUMAN,INJ.,"['100IU', '5ML']",['VIAL'],"100IU,5ML|VIAL|INJ."
Isophane Insulin Human,Inj.:,100 IU/mL in 10 mL Vial (SC) (Recombinant DNA) *Primary Health Care,A10AB30,,,,STREPTOKINASE,STREPTOKINASE,ISOPHANE INSULIN HUMAN,ISOPHANE INSULIN HUMAN,INJ.,"['100IU', '10ML']",['VIAL'],"100IU,10ML|VIAL|INJ."
Isosorbide,Oral:,10 mg (as Dinitrate) Tablet *Primary Health Care,C01DA08,,,,STREPTOKINASE,STREPTOKINASE,ISOSORBIDE,ISOSORBIDE,PO,['10MG'],['TABLET'],10MG|TABLET|PO
Isosorbide,Oral:,20 mg (as Dinitrate) Tablet *Primary Health Care,C01DA08,,,,STREPTOKINASE,STREPTOKINASE,ISOSORBIDE,ISOSORBIDE,PO,['20MG'],['TABLET'],20MG|TABLET|PO
Isosorbide,Oral:,20 mg (as Dinitrate) Modified Release (MR) tablet/Capsule *Primary Health Care,C01DA08,,,,STREPTOKINASE,STREPTOKINASE,ISOSORBIDE,ISOSORBIDE,PO,['20MG'],"['CAPSULE', 'TABLET']","20MG|CAPSULE,TABLET|PO"
Isosorbide,Sublingual:,5 mg (as Dinitrate) Sublingual (SL) tablet *Primary Health Care,C01DA08,,,,STREPTOKINASE,STREPTOKINASE,ISOSORBIDE,ISOSORBIDE,SL,['5MG'],['TABLET'],5MG|TABLET|SL
Isosorbide,Inj.:,1 mg/mL (as Dinitrate) in 10 mL Ampul (IV) ,C01DA08,,,,STREPTOKINASE,STREPTOKINASE,ISOSORBIDE,ISOSORBIDE,INJ.,"['10ML', '1MG']",['AMPUL'],"10ML,1MG|AMPUL|INJ."
Isosorbide,Oral:,40 mg (as 5-Mononitrate) Tablet ,C01DA08,,,,STREPTOKINASE,STREPTOKINASE,ISOSORBIDE,ISOSORBIDE,PO,['40MG'],['TABLET'],40MG|TABLET|PO
Isosorbide,Oral:,30 mg (as 5-Mononitrate) Modified Release (MR) tablet/Capsule *Primary Health Care,C01DA08,,,,STREPTOKINASE,STREPTOKINASE,ISOSORBIDE,ISOSORBIDE,PO,['30MG'],"['CAPSULE', 'TABLET']","30MG|CAPSULE,TABLET|PO"
Isosorbide,Oral:,60 mg (as 5-Mononitrate) Modified Release (MR) tablet/Capsule *Primary Health Care,C01DA08,,,,STREPTOKINASE,STREPTOKINASE,ISOSORBIDE,ISOSORBIDE,PO,['60MG'],"['CAPSULE', 'TABLET']","60MG|CAPSULE,TABLET|PO"
Isotonic electrolyte solution for IV infusion,Inj.:,"in 1 L composed of:
Sodium chloride = 6.80 g
Potassium chloride = 0.30 g
Calcium chloride dihydrate = 0.37 g
Magnesium chloride hexahydrate = 0.20 g
Sodium acetate trihydrate = 3.27 g
Malic acid = 0.67 g ",B05BB01,,,,STREPTOKINASE,STREPTOKINASE,ISOTONIC ELECTROLYTE SOLUTION FOR IV INFUSION,ISOTONIC ELECTROLYTE SOLUTION FOR IV INFUSION,INJ.,"['0.20G', '0.30G', '0.37G', '0.67G', '3.27G', '6.80G']",['UNSPECIFIED'],"0.20G,0.30G,0.37G,0.67G,3.27G,6.80G|UNSPECIFIED|INJ."
Isoxsuprine,Oral:,10 mg (as Hydrochloride) Tablet ,C04AA01,,,,STREPTOKINASE,STREPTOKINASE,ISOXSUPRINE,ISOXSUPRINE,PO,['10MG'],['TABLET'],10MG|TABLET|PO
Isoxsuprine,Oral:,40 mg (as Hydrochloride) Tablet ,C04AA01,,,,STREPTOKINASE,STREPTOKINASE,ISOXSUPRINE,ISOXSUPRINE,PO,['40MG'],['TABLET'],40MG|TABLET|PO
Isoxsuprine,Inj.:,"5 mg/mL (as Hydrochloride) in 2 mL Ampul (IM, IV infusion) ",C04AA01,,,,STREPTOKINASE,STREPTOKINASE,ISOXSUPRINE,ISOXSUPRINE,INJ.,"['2ML', '5MG']",['AMPUL'],"2ML,5MG|AMPUL|INJ."
Itraconazole,Oral:,100 mg Capsule ,J02AC02,,,,STREPTOKINASE,STREPTOKINASE,ITRACONAZOLE,ITRACONAZOLE,PO,['100MG'],['CAPSULE'],100MG|CAPSULE|PO
Ivermectin,Oral:,3 mg Tablet ,P02CF01,,,,STREPTOKINASE,STREPTOKINASE,IVERMECTIN,IVERMECTIN,PO,['3MG'],['TABLET'],3MG|TABLET|PO
Ivermectin,Oral:,6 mg Tablet ,P02CF01,,,,STREPTOKINASE,STREPTOKINASE,IVERMECTIN,IVERMECTIN,PO,['6MG'],['TABLET'],6MG|TABLET|PO
Kanamycin,Inj.:,1 g (as Sulfate) Vial (IM) ,J01GB04,,,,STREPTOKINASE,STREPTOKINASE,KANAMYCIN,KANAMYCIN,INJ.,['1G'],['VIAL'],1G|VIAL|INJ.
Ketamine,Inj.:,"50 mg/mL (as Hydrochloride) Vial (IM, IV) ",N01AX03,,,,STREPTOKINASE,STREPTOKINASE,KETAMINE,KETAMINE,INJ.,['50MG'],['VIAL'],50MG|VIAL|INJ.
Ketoconazole,Topical:,2% (20 mg/g) Cream in 3.5 g Aluminum collapsible tube ,J02AB02 ,,,,STREPTOKINASE,STREPTOKINASE,KETOCONAZOLE,KETOCONAZOLE,TOP,"['2%', '20MG', '3.5G']",['CREAM'],"2%,20MG,3.5G|CREAM|TOP"
Ketoconazole,Topical:,2% (20 mg/g) Cream in 15 g Aluminum collapsible tube ,J02AB02 ,,,,STREPTOKINASE,STREPTOKINASE,KETOCONAZOLE,KETOCONAZOLE,TOP,"['15G', '2%', '20MG']",['CREAM'],"15G,2%,20MG|CREAM|TOP"
Ketoconazole,Topical:,2% (20 mg/g) Shampoo in 6 mL Foil sachet *Primary Health Care,J02AB02 ,,,,STREPTOKINASE,STREPTOKINASE,KETOCONAZOLE,KETOCONAZOLE,TOP,"['2%', '20MG', '6ML']",['SACHET'],"2%,20MG,6ML|SACHET|TOP"
Ketoconazole,Topical:,2% (20 mg/g) Shampoo in 10 mL Bottle *Primary Health Care,J02AB02 ,,,,STREPTOKINASE,STREPTOKINASE,KETOCONAZOLE,KETOCONAZOLE,TOP,"['10ML', '2%', '20MG']",['UNSPECIFIED'],"10ML,2%,20MG|UNSPECIFIED|TOP"
